,CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,LOCALIDAD INEGI, NOMBRE LOCALIDAD,COLONIA,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,SOSTENIMIENTO,NIVEL,PROGRAMA,DESERCION INTRACURRICULAR,REPROBACIÓN,REPROBACIÓN  CON REGULARIZADOS,EFICIENCIA TERMINAL, 
11551,14DTV0058Z,MATUTINO,GORDIANO GUZMAN,FRANCISCO VILLALVAZO 100,3,ATEQUIZAYAN,0,0,23,ZAPOTLAN EL GRANDE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0.0556,0.0556,0.9091,
11552,14DTV0059Y,MATUTINO,20 DE NOVIEMBRE,CONOCIDO,66,SAN JUAN DE LOS POTREROS,0,0,31,CHIMALTITAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0741,0,0,1,
11553,14DTV0060N,MATUTINO,FILIBERTO VARGAS TENTORY,CONOCIDO,14,BUENOS AIRES,0,0,33,DEGOLLADO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.6875,
11554,14DTV0061M,MATUTINO,RITA PEREZ DE MORENO,CONOCIDO,33,CAQUIXTLE DE ARRIBA,0,0,35,ENCARNACION DE DIAZ,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11555,14DTV0062L,MATUTINO,FRANCISCO VILLA,EXTRAMUROS 100,3,EL PALMAR DE SAN ANTONIO,0,0,54,EL LIMON,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0,
11556,14DTV0201W,MATUTINO,DIVISION DEL NORTE,CONOCIDO,70,YELAPA,0,0,20,CABO CORRIENTES,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0364,0,0,0.88,
11557,14DTV0202V,MATUTINO,FELIPE ANGELES,CONOCIDO,111,SANTIAGO DE PINOS,0,0,80,SAN SEBASTIAN DEL OESTE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.8667,
11558,14DTV0204T,MATUTINO,MIGUEL HIDALGO,NICOLAS BRAVO 150,38,PORTES GIL (SAN IGNACIO),0,0,3,AHUALULCO DE MERCADO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0444,0.0233,0.0233,0.9348,
11559,14DTV0206R,MATUTINO,EXPROPIACION PETROLERA,CONOCIDO,41,PLATANAR,0,0,108,TUXPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.125,0,0,0.9091,
11560,14DTV0207Q,MATUTINO,OTILIO MONTA‹O,CARRETERA EL GRULLO-CUIDAD GUZMAN,29,EL JAZMIN,0,0,113,SAN GABRIEL,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0149,0,0,1,
11561,14DTV0208P,MATUTINO,JUAN DE DIOS PEZA,CONOCIDO,164,EL TULILLO,0,0,85,TAMAZULA DE GORDIANO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.08,0,0,0.625,
11562,14DTV0209O,MATUTINO,VENUSTIANO CARRANZA,CONOCIDO,60,HUEJOTITLAN,0,0,91,TEOCALTICHE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.043,0,0,1,
11563,14DTV0210D,MATUTINO,BENITO JUAREZ,JUAREZ 21,23,SANTA ROSA,0,0,92,TEOCUITATLAN DE CORONA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0857,0,0,1,
11564,14DTV0211C,MATUTINO,LAZARO CARDENAS DEL RIO,PIPILA,67,LAZARO CARDENAS (LA NANCY),0,0,100,TOMATLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.1,0,0,0.8667,
11565,14DTV0212B,MATUTINO,IGNACIO RAMIREZ,CONOCIDO,144,LOS OCOTES,0,0,84,TALPA DE ALLENDE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0196,0,0,0.8947,
11566,14DTV0213A,MATUTINO,JOSE CLEMENTE OROZCO,JUAREZ 15,35,TEPETATES,0,0,5,AMATITAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.8182,
11567,14DTV0214Z,MATUTINO,LAZARO CARDENAS DEL RIO,HIDALGO 20,15,CHOME (ACHIO),0,0,5,AMATITAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0299,0,0,0.8276,
11568,14DTV0215Z,MATUTINO,CUAUHTEMOC,AVENIDA BRIZUELA 81,16,LAGUNILLAS,0,0,10,ATEMAJAC DE BRIZUELA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0909,0,0,1,
11569,14DTV0216Y,CONTINUO (TIEMPO COMPLETO),JOSEFA ORTIZ DE DOMINGUEZ,CONOCIDO,89,SAN JOSE DEL VALLE,0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,,0,
11570,14DTV0217X,MATUTINO,TIERRA Y LIBERTAD,GONZALEZ ORTEGA 33,32,SAN FRANCISCO DE RIVAS,0,0,18,LA BARCA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0581,0.0741,0.037,0.9355,
11571,14DTV0218W,MATUTINO,IGNACIO MANUEL ALTAMIRANO,CONOCIDO,225,EL SALVADOR,0,0,35,ENCARNACION DE DIAZ,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0455,0,0,1,
11572,14DTV0219V,MATUTINO,EMILIANO ZAPATA,CONOCIDO,36,EMILIANO ZAPATA,0,0,43,LA HUERTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0538,0,0,0.8431,
11573,14DTV0220K,MATUTINO,MARINA CAMARENA HERNANDEZ,CONOCIDO,22,COFRADIA,0,0,43,LA HUERTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.1053,0,0,1,
11574,14DTV0221J,CONTINUO (TIEMPO COMPLETO),MOISES SAENZ,CAMINO A TEPALCATEPEC MICHOACAN,1,JILOTLAN DE LOS DOLORES,0,0,49,JILOTLAN DE LOS DOLORES,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.8409,
11575,14DTV0222I,MATUTINO,JUSTO SIERRA,AVENIDA DEL DEPORTE 9,3,HUEJOTITAN,0,0,50,JOCOTEPEC,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11576,14DTV0223H,MATUTINO,EMILIANO ZAPATA,CONOCIDO,28,SAN MARTIN DE ZULA (ZULA),0,0,63,OCOTLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0423,0.0055,0.0055,0.8049,
11577,14DTV0224G,CONTINUO (TIEMPO COMPLETO),VALENTIN GOMEZ FARIAS,CONOCIDO,53,LA PRESA,0,0,64,OJUELOS DE JALISCO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.039,0.0946,0.0811,0.9259,
11578,14DTV0225F,MATUTINO,JAIME TORRES BODET,EMILIANO ZAPATA,10,LABOR DE MEDINA,0,0,77,SAN MARTIN HIDALGO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11579,14DTV0226E,MATUTINO,RUBEN DARIO,CONOCIDO,122,LA TORTUGA,0,0,80,SAN SEBASTIAN DEL OESTE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11580,14DTV0227D,MATUTINO,DIEGO RIVERA,AZUCENA 20,17,SAN JUAN DE LOS ARCOS,0,0,83,TALA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0506,0,0,0.8824,
11581,14DTV0228C,MATUTINO,ALFONSO REYES,CONOCIDO,44,SAN ISIDRO,0,0,105,TOTOTLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.8261,
11582,14DTV0229B,MATUTINO,ALFONSO REYES,CONOCIDO,77,DESMORONADO (EL REAL),0,0,84,TALPA DE ALLENDE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.1364,0.3684,0.1053,0.8889,
11583,14DTV0230R,MATUTINO,MARIANO AZUELA,CONOCIDO,206,SAN ESTEBAN (SAN MIGUEL TATEPOSCO),0,0,120,ZAPOPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0765,0.0064,0.0032,0.8031,
11584,14DTV0231Q,CONTINUO (TIEMPO COMPLETO),ENRIQUE GONZALEZ MARTINEZ,CONOCIDO,109,TUXPAN DE BOLA‹OS,0,0,19,BOLA‹OS,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.1856,0.0735,0.0037,0.6869,
11585,14DTV0232P,MATUTINO,JOSE MA LUIS MORA,TEPEYAC 100,3,CAMAJAPITA,0,0,77,SAN MARTIN HIDALGO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11586,14DTV0233O,MATUTINO,CARLOS A CARRILLO,JUAREZ 2C,17,SAN ISIDRO PALO VERDE,0,0,77,SAN MARTIN HIDALGO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.9565,
11587,14DTV0234N,CONTINUO (TIEMPO COMPLETO),SOR JUANA INES DE LA CRUZ,CONOCIDO,63,LAS CRUCES,0,0,53,LAGOS DE MORENO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0887,0,0,0.8723,
11588,14DTV0235M,CONTINUO (TIEMPO COMPLETO),MOISES SAENZ GARZA,HIDALGO,4,SAN AGUSTIN,0,0,47,JAMAY,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,,0,
11589,14DTV0236L,MATUTINO,ENRIQUE C REBSAMEN,MARIA DOLORES PADILLA,182,SAN JOSE DE LOS REYNOSO,0,0,78,SAN MIGUEL EL ALTO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.03,0,0,0.9063,
11590,14DTV0237K,MATUTINO,FRANCISCO ROJAS GONZALEZ,PROLONGACION GARIBI RIVERA,26,LA PAZ DE ORDAZ,0,0,18,LA BARCA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0407,0,0,0.8649,
11591,14DTV0238J,MATUTINO,GUSTAVO DIAZ ORDAZ,CONOCIDO,79,SAN JERONIMO,0,0,16,AYOTLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0299,0,0,0.8824,
11592,14DTV0239I,MATUTINO,AGUSTIN YA‹EZ,MANUEL AVILA CAMACHO 50,15,EL GOBERNADOR,0,0,18,LA BARCA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.7,
11593,14DTV0240Y,MATUTINO,RAFAEL RAMIREZ,JALISCO 30,5,CAMICHINES,0,0,24,COCULA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.2143,0,0,1,
11594,14DTV0241X,MATUTINO,SALVADOR ALVARADO,5 DE MAYO 31,21,SANTA TERESA,0,0,24,COCULA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11595,14DTV0242W,MATUTINO,JUSTO SIERRA,CONOCIDO,123,JUAN GIL PRECIADO,0,0,43,LA HUERTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0833,0,0,0.7273,
11596,14DTV0243V,MATUTINO,IDOLINA GAONA DE COSIO,LIBERTAD PONIENTE,1,EJUTLA,0,0,34,EJUTLA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0172,0,0,0.8148,
11597,14DTV0244U,MATUTINO,JUAN RULFO,HIDALGO 45,22,TLALCOSAHUA,0,0,41,HUEJUCAR,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0357,0,0,1,
11598,14DTV0245T,MATUTINO,OCTAVIO PAZ,INSURGENTES PONIENTE 55,53,GARGANTILLO (LA HACIENDA),0,0,100,TOMATLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0526,0,0,0.8788,
11599,14DTV0246S,MATUTINO,ALFONSO REYES,REFORMA,6,LA CALERA,0,0,97,TLAJOMULCO DE ZU‹IGA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0566,0.104,0.1,0.9444,
11600,14DTV0247R,MATUTINO,MANUEL M DIEGUEZ,HIDALGO 75,15,LA MILPILLA,0,0,92,TEOCUITATLAN DE CORONA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11601,14DTV0248Q,MATUTINO,JOSE VASCONCELOS,CONOCIDO,153,VILLA DE ORNELAS (ORNELAS),0,0,91,TEOCALTICHE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.1579,0,0,0.6111,
11602,14DTV0249P,MATUTINO,MANUEL LOPEZ COTILLA,CONOCIDO,52,GAVILAN DE ABAJO,0,0,91,TEOCALTICHE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.7391,
11603,14DTV0250E,MATUTINO,VALENTIN GOMEZ FARIAS,CONOCIDO,34,NUEVO EJIDO CORRAL DE PIEDRA,0,0,21,CASIMIRO CASTILLO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.75,
11604,14DTV0252C,MATUTINO,ALVARO GALVEZ Y FUENTES,CONOCIDO,224,SAN ANTONIO DE BUENAVISTA,0,0,53,LAGOS DE MORENO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0345,0.0357,0.0179,0.75,
11605,14DTV0253B,MATUTINO,VICENTE GUERRERO,FELIPE ANGELES 1,32,EL EPAZOTE,0,0,25,COLOTLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.8889,
11606,14DTV0254A,MATUTINO,BENITO JUAREZ,REAL,153,EL OJUELO,0,0,53,LAGOS DE MORENO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.102,0,0,0.7895,
11607,14DTV0255Z,MATUTINO,VICENTE GUERRERO,CONOCIDO,149,LAS VERDOLAGAS,0,0,73,SAN JUAN DE LOS LAGOS,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0968,0,0,0.7778,
11608,14DTV0256Z,CONTINUO (TIEMPO COMPLETO),PLUTARCO ELIAS CALLES,CONOCIDO,11,SAN JOSE DEL CALICHE (EL CALICHE),0,0,109,UNION DE SAN ANTONIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,,0,
11609,14DTV0257Y,MATUTINO,EMILIANO ZAPATA,CONOCIDO,112,LOS ZAPOTES,0,0,29,CUQUIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11610,14DTV0258X,MATUTINO,NI‹OS HEROES,HIDALGO 3,18,LOS GUAYABOS,0,0,18,LA BARCA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0217,0,0,0.8947,
11611,14DTV0259W,MATUTINO,FRAY ANTONIO ALCALDE,CONOCIDO,34,SAN JOSE DE LAS MORAS,0,0,18,LA BARCA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0339,0,0,0.7895,
11612,14DTV0260L,MATUTINO,HUASCATO,MANUEL AGUILAR,38,HUASCATO,0,0,33,DEGOLLADO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0924,0,0,0.6607,
11613,14DTV0261K,MATUTINO,LAZARO CARDENAS DEL RIO,INDEPENDENCIA 55,41,SANTIAGO TOTOLIMIXPAN (COL. LA GUADALUPANA),0,0,123,ZAPOTLAN DEL REY,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.1366,0.0443,0.0127,0.5857,
11614,14DTV0262J,CONTINUO (TIEMPO COMPLETO),JOSE VASCONCELOS,EMILIANO ZAPATA 59,11,COFRADIA,0,0,97,TLAJOMULCO DE ZU‹IGA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0514,0.006,0.006,0.7727,
11615,14DTV0263I,MATUTINO,IGNACIO RAMIREZ,CONOCIDO,99,SAN FRANCISCO DE IXCATAN,0,0,120,ZAPOPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.044,0,0,0.7222,
11616,14DTV0264H,CONTINUO (TIEMPO COMPLETO),LEONA VICARIO,CONOCIDO,193,RIO BLANCO,0,0,120,ZAPOPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.1194,0.1864,0.0339,0.9444,
11617,14DTV0265G,MATUTINO,20 DE NOVIEMBRE,CONOCIDO,427,EL CERRITO,0,0,49,JILOTLAN DE LOS DOLORES,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.6667,
11618,14DTV0266F,MATUTINO,LUIS ENRIQUE BRACAMONTES,SOYATLAN,4,ATACCO,0,0,86,TAPALPA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0.11,0.11,0.86,
11619,14DTV0267E,MATUTINO,16 DE SEPTIEMBRE,16 DE SEPTIEMBRE 1,46,SAN JUAN ESPANATICA (EL PUEBLITO),0,0,108,TUXPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0145,0,0,1,
11620,14DTV0268D,MATUTINO,INDEPENDENCIA,CONOCIDO,7,CACALUTA (LA VILLITA),0,0,119,ZACOALCO DE TORRES,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.7778,
11621,14DTV0269C,MATUTINO,BENITO JUAREZ,JUSTINA URIBE 95,9,AYUTITA,0,0,15,AUTLAN DE NAVARRO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.6842,
11622,14DTV0270S,MATUTINO,JAIME TORRES BODET,ITURBIDE 5,15,LA LABOR,0,0,34,EJUTLA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11623,14DTV0271R,MATUTINO,AGUSTIN YA‹EZ,CONOCIDO,64,EL REFUGIO SUCHITLAN (LA CONGREGACION),0,0,20,CABO CORRIENTES,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0303,0,0,1,
11624,14DTV0272Q,MATUTINO,JUAN ESCUTIA,CONOCIDO,87,VILLA DEL MAR,0,0,20,CABO CORRIENTES,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11625,14DTV0273P,CONTINUO (TIEMPO COMPLETO),JOSE MA MORELOS Y PAVON,LAZARO CARDENAS,62,LA MANZANILLA,0,0,43,LA HUERTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,,0,
11626,14DTV0274O,CONTINUO (TIEMPO COMPLETO),LEONA VICARIO,CONOCIDO,9,BOCA DE TOMATLAN,0,0,67,PUERTO VALLARTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0469,0,0,0.875,
11627,14DTV0275N,MATUTINO,MARIANO BARCENAS,MARIANO BARCENAS 16,28,SANTA CRUZ DE BARCENAS (SANTA CRUZ),0,0,3,AHUALULCO DE MERCADO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.9804,
11628,14DTV0276M,MATUTINO,PRIMITIVO AVILA LEAL,CONOCIDO,82,EL TEQUESQUITE,0,0,40,HOSTOTIPAQUILLO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0435,0,0,1,
11629,14DTV0278K,MATUTINO,FRANCISCO VILLA,RAYON 36,3,LA JOYA,0,0,55,MAGDALENA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0317,0,0,1,
11630,14DTV0279J,CONTINUO (TIEMPO COMPLETO),JUAN ESCUTIA,EMILIANO ZAPATA 11,124,EL SALVADOR,0,0,94,TEQUILA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,,0,
11631,14DTV0280Z,MATUTINO,EMILIANO ZAPATA,PRIVADA LAZARO CARDENAS 1,5,LA ESTANZUELA,0,0,95,TEUCHITLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0227,0,0,0.9032,
11632,14DTV0281Y,MATUTINO,BENITO JUAREZ,MOCTEZUMA 20,111,TEPANTLA,0,0,17,AYUTLA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.8889,
11633,14DTV0282X,MATUTINO,JUAN ESCUTIA,GUERRERO 10,112,TEPOSPIZALOYA,0,0,17,AYUTLA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11634,14DTV0284V,MATUTINO,FRANCISCO GONZALEZ BOCANEGRA,CONOCIDO,167,LA ESPERANZA (EL RANCHITO),0,0,29,CUQUIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0353,0.1463,0.061,0.9355,
11635,14DTV0286T,MATUTINO,IGNACIO ALLENDE,CONOCIDO,28,CUACUALA,0,0,29,CUQUIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0278,0.0286,0.0286,1,
11636,14DTV0287S,MATUTINO,LAZARO CARDENAS,CONOCIDO,43,JUCHITLAN,0,0,29,CUQUIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.1071,0,0,0.6667,
11637,14DTV0289Q,MATUTINO,JOSE VASCONCELOS,20 DE NOVIEMBRE 2,59,LA VILLITA,0,0,6,AMECA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0667,0.1071,0.0357,0.875,
11638,14DTV0291E,MATUTINO,AGUSTIN YA‹EZ,CONOCIDO,5,ATENQUIQUE,0,0,108,TUXPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.95,
11639,14DTV0292D,CONTINUO (JORNADA AMPLIADA),VICENTE GUERRERO,CONOCIDO,26,GUADALUPE VICTORIA,0,0,64,OJUELOS DE JALISCO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,,0,
11640,14DTV0293C,MATUTINO,JUSTO SIERRA,MORELOS 92,30,SAN ANTONIO (SAN ANTONIO DE PADUA),0,0,86,TAPALPA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0081,0,0,1,
11641,14DTV0294B,MATUTINO,LAZARO CARDENAS,CALLE 5 1,10,EL COAHUAYOTE (EL ARCO),0,0,121,ZAPOTILTIC,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0769,0,0,0.8667,
11642,14DTV0295A,MATUTINO,JAIME TORRES BODET,VIOLETA 10,31,SANTIAGUITO,0,0,5,AMATITAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0536,0,0,1,
11643,14DTV0296Z,MATUTINO,ADOLFO LOPEZ MATEOS,CONOCIDO,82,CA‹ADA DE SAN IGNACIO,0,0,16,AYOTLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0308,0,0,1,
11644,14DTV0297Z,MATUTINO,PEDRO MORENO,CONOCIDO,85,LA VENTA DE MOCHITILTIC,0,0,40,HOSTOTIPAQUILLO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.9615,
11645,14DTV0298Y,MATUTINO,BENITO JUAREZ,CONOCIDO,195,YERBABUENA,0,0,58,MASCOTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0213,0,0,1,
11646,14DTV0299X,MATUTINO,NI‹OS HEROES,EMILIANO ZAPATA 141,120,PUENTECILLAS,0,0,100,TOMATLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0645,0,0,0.9,
11647,14DTV0300W,MATUTINO,ADOLFO LOPEZ MATEOS,16 DE SEPTIEMBRE 35,54,LA GLORIA,0,0,100,TOMATLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0526,0.0222,0,0.7955,
11648,14DTV0301V,MATUTINO,BENITO JUAREZ,CONOCIDO,66,LA CUESTA,0,0,84,TALPA DE ALLENDE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0238,0,0,1,
11649,14DTV0302U,MATUTINO,BENITO JUAREZ,CONOCIDO,165,LA MESA,0,0,43,LA HUERTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0455,0,0,0.7143,
11650,14DTV0303T,MATUTINO,BELISARIO DOMINGUEZ,BELISARIO DOMINGUEZ 14,41,SAN GASPAR,0,0,110,UNION DE TULA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.1333,0,0,0.7143,
11651,14DTV0304S,MATUTINO,JUAN DE LA BARRERA,MORELOS 120,8,SAN ANDRES,0,0,55,MAGDALENA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.9744,
11652,14DTV0305R,MATUTINO,BENITO JUAREZ,20 DE NOVIEMBRE,117,MIRANDILLAS,0,0,78,SAN MIGUEL EL ALTO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0172,0,0,0.85,
11653,14DTV0306Q,MATUTINO,PEDRO MORENO,CONOCIDO,261,SANTA MARIA DE ENMEDIO,0,0,35,ENCARNACION DE DIAZ,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0943,0,0,0.65,
11654,14DTV0307P,MATUTINO,BENITO JUAREZ,CONOCIDO,16,LOS ESPINOS,0,0,86,TAPALPA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0667,0,0,0.931,
11655,14DTV0308O,MATUTINO,JUAN RULFO,CONOCIDO,11,LOS GONZALEZ,0,0,106,TUXCACUESCO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.1111,0,0,1,
11656,14DTV0309N,MATUTINO,EMILIANO ZAPATA,CONOCIDO,251,SAN SEBASTIAN DEL ALAMO,0,0,35,ENCARNACION DE DIAZ,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0432,0.0065,0.0065,0.7903,
11657,14DTV0310C,MATUTINO,MANUEL LOPEZ COTILLA,CONOCIDO,92,EL REBALSITO DE APAZULCO,0,0,43,LA HUERTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0.0625,0,0,1,
11658,14DTV0311B,MATUTINO,LUIS DONALDO COLOSIO MURRIETA,CONOCIDO,205,LA MAJADA,0,0,58,MASCOTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.8333,
11659,14DTV0312A,MATUTINO,EMILIANO ZAPATA,CONOCIDO,33,LA ESTANCIA DE LANDEROS (LA ESTANCIA),0,0,80,SAN SEBASTIAN DEL OESTE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,0.9167,
11660,14DTV0313Z,MATUTINO,LAZARO CARDENAS DEL RIO,LOS PINOS 25,24,TATEPOSCO (SAN JOSE TATEPOSCO),0,0,24,COCULA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11661,14DTV0314Z,MATUTINO,MARIANO ESCOBEDO,CONOCIDO,91,MARIANO ESCOBEDO (LA GUADALUPE),0,0,69,QUITUPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0.0417,0.0417,1,
11662,14DTV0315Y,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,72,LA JOYA DEL SALTO (CA‹ADA DEL SALTO),0,0,85,TAMAZULA DE GORDIANO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11663,14DTV0316X,MATUTINO,CRISTOBAL COLON,CONOCIDO,29,UNION DE GUADALUPE,0,0,14,ATOYAC,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0.1,0.1,0.7059,
11664,14DTV0317W,MATUTINO,AGUSTIN YA‹EZ,CONOCIDO,20,LA LAGUNILLA,0,0,86,TAPALPA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,0,1,
11665,14DTV0318V,CONTINUO (TIEMPO COMPLETO),ALVARO GALVEZ Y FUENTES,PROLONGACION VICENTE GUERRERO 375,1,TUXCUECA,9002,DE LA CRUZ,107,TUXCUECA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,0,,0,
